num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,cs,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp1_trial_cross.started,exp1_trial_key.started,exp1_trial_cross.stopped,exp1_trial_sound.started,exp1_trial_key.stopped,exp1_trial_key.keys,exp1_cross.started,exp1_key.started,exp1_key.keys,exp1_key.rt,exp1_cross.stopped,exp1_sound.started,exp1_key.stopped,exp2_trial_cross.started,exp2_trial_key.started,exp2_trial_cross.stopped,exp2_trial_sound.started,exp2_trial_key.stopped,exp2_trial_key.keys,exp2_trial_key.rt,exp2_cross.started,exp2_key.started,exp2_cross.stopped,exp2_sound.started,exp2_key.stopped,exp2_key.keys,exp2_key.rt,participant,session,date,expName,psychopyVersion,frameRate,
148.0,l2,t,es,f0u,../audio/148.wav,,l2_t_es_f0u_148,,,,,,,../image/newspaper.png,../image/cups.png,cups,rshift,1,cups,newspaper,newspaper,cups,None,,,,,,,,,,0,15,15,52,,,,,,,,,,,,,,,,,,,204.84942791704088,205.05357633403037,['rshift'],[2.9776805829023942],205.09707162505947,205.81367812568013,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
144.0,l2,t,es,f0u,../audio/144.wav,,l2_t_es_f0u_144,,,,,,,../image/bracelet.png,../image/backpack.png,backpack,rshift,1,backpack,bracelet,bracelet,backpack,None,,,,,,,,,,0,16,16,48,,,,,,,,,,,,,,,,,,,208.08479895908386,208.28735508408863,['rshift'],[2.6319341249763966],208.32983279204927,209.04714729165815,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
103.0,l2,f,en,na,../audio/103.wav,,l2_f_en_na_103,,,,,,,../image/toys.png,../image/sneakers.png,toys,lshift,1,toys,sneakers,toys,sneakers,None,,,,,,,,,,0,17,17,7,,,,,,,,,,,,,,,,,,,210.96639837499242,211.17040450009517,['lshift'],[2.0710739999776706],211.21358162502293,211.92982358375255,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
100.0,l2,f,en,na,../audio/100.wav,,l2_f_en_na_100,,,,,,,../image/wallet.png,../image/scarf.png,scarf,rshift,1,scarf,wallet,wallet,scarf,None,,,,,,,,,,0,18,18,4,,,,,,,,,,,,,,,,,,,213.29458550002892,213.4970978749916,['rshift'],[1.8134259580401704],213.53475708409678,214.2525556666699,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
123.0,l2,f,sp,na,../audio/123.wav,,l2_f_sp_na_123,,,,,,,../image/sweater.png,../image/cellphone.png,sweater,lshift,1,sweater,cellphone,sweater,cellphone,None,,,,,,,,,,0,19,19,27,,,,,,,,,,,,,,,,,,,215.3557238340145,215.55367320904043,['lshift'],[1.9817660830449313],215.6014187920373,216.3136031666693,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
143.0,l2,t,es,f0u,../audio/143.wav,,l2_t_es_f0u_143,,,,,,,../image/horchata.png,../image/beer.png,horchata,lshift,1,horchata,beer,horchata,beer,None,,,,,,,,,,0,20,20,47,,,,,,,,,,,,,,,,,,,217.57692670903634,217.787095042062,None,,217.8199071250856,218.5468445837653,222.80928233405575,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
107.0,l2,f,en,na,../audio/107.wav,,l2_f_en_na_107,,,,,,,../image/man.png,../image/cat.png,man,lshift,1,man,cat,man,cat,None,,,,,,,,,,0,21,21,11,,,,,,,,,,,,,,,,,,,222.80928233405575,223.03718508407474,['lshift'],[2.1293587919790298],223.05300870898645,223.79660437564988,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
111.0,l2,f,se,na,../audio/111.wav,,l2_f_se_na_111,,,,,,,../image/mashedpotatoes.png,../image/donut.png,mashedpotatoes,lshift,1,mashedpotatoes,donut,mashedpotatoes,donut,None,,,,,,,,,,0,22,22,15,,,,,,,,,,,,,,,,,,,225.21496566699352,225.42042816709727,['lshift'],[2.147882374934852],225.46361487498507,226.170795000686,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
142.0,l2,t,es,f0u,../audio/142.wav,,l2_t_es_f0u_142,,,,,,,../image/car.png,../image/truck.png,truck,rshift,1,truck,car,car,truck,None,,,,,,,,,,0,23,23,46,,,,,,,,,,,,,,,,,,,227.61429870908614,227.82044312509242,None,,227.86353125004098,228.5799038337466,232.84259016707074,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
110.0,l2,f,en,na,../audio/110.wav,,l2_f_en_na_110,,,,,,,../image/dog.png,../image/cat.png,cat,rshift,1,cat,dog,dog,cat,None,,,,,,,,,,0,24,24,14,,,,,,,,,,,,,,,,,,,232.84259016707074,233.07075150008313,['rshift'],[2.376817832933739],233.08675733406562,233.82003970869508,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
116.0,l2,f,se,na,../audio/116.wav,,l2_f_se_na_116,,,,,,,../image/sweatpants.png,../image/boxers.png,boxers,rshift,1,boxers,sweatpants,sweatpants,boxers,None,,,,,,,,,,0,25,25,20,,,,,,,,,,,,,,,,,,,235.49753500008956,235.70370579208247,['rshift'],[2.902964917011559],235.73652695899364,236.4637030417255,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
130.0,l2,f,sp,na,../audio/130.wav,,l2_f_sp_na_130,,,,,,,../image/socks.png,../image/glasses.png,glasses,rshift,1,glasses,socks,socks,glasses,None,,,,,,,,,,0,26,26,34,,,,,,,,,,,,,,,,,,,238.6512790840352,238.85369929205626,['rshift'],[2.2313035000115633],238.8967631669948,239.61822295870323,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
26.0,l2,t,es,na,../audio/026.wav,,l2_t_es_na_026,,,,,,,../image/village.png,../image/grandma.png,grandma,rshift,1,grandma,village,village,grandma,None,,,,,,,,,,0,27,27,40,,,,,,,,,,,,,,,,,,,241.1311722920509,241.33677116699982,['rshift'],[2.318483958952129],241.38006770901848,242.09684270871028,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
99.0,l2,f,en,na,../audio/099.wav,,l2_f_en_na_099,,,,,,,../image/dog.png,../image/cat.png,dog,lshift,1,dog,cat,dog,cat,None,,,,,,,,,,0,28,28,3,,,,,,,,,,,,,,,,,,,243.70420704199933,243.90343404200394,['lshift'],[1.4944668329553679],243.9467173750745,244.66345345875405,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
121.0,l2,f,sp,na,../audio/121.wav,,l2_f_sp_na_121,,,,,,,../image/shoe.png,../image/glasses.png,shoe,lshift,1,shoe,glasses,shoe,glasses,None,,,,,,,,,,0,29,29,25,,,,,,,,,,,,,,,,,,,245.4444887500722,245.6533488749992,['lshift'],[2.0436720410361886],245.68447566707619,246.41351516667444,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
25.0,l2,t,es,na,../audio/025.wav,,l2_t_es_na_025,,,,,,,../image/cellphone.png,../image/truck.png,cellphone,lshift,1,cellphone,truck,cellphone,truck,None,,,,,,,,,,0,30,30,39,,,,,,,,,,,,,,,,,,,247.74691500002518,247.94579945900477,None,,247.9968458750518,248.70271250076283,252.9709930419922,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
146.0,l2,t,es,f0u,../audio/146.wav,,l2_t_es_f0u_146,,,,,,,../image/cellphone.png,../image/flipflops.png,flipflops,rshift,1,flipflops,cellphone,cellphone,flipflops,None,,,,,,,,,,0,31,31,50,,,,,,,,,,,,,,,,,,,252.9709930419922,253.20137374999467,['rshift'],[3.022894666995853],253.2184121250175,253.9530348337178,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
129.0,l2,f,sp,na,../audio/129.wav,,l2_f_sp_na_129,,,,,,,../image/bag.png,../image/chair.png,bag,lshift,1,bag,chair,bag,chair,None,,,,,,,,,,0,32,32,33,,,,,,,,,,,,,,,,,,,256.2707031670725,256.46928016701713,['lshift'],[2.9326957910088822],256.519849167089,257.2299333756712,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
120.0,l2,f,se,na,../audio/120.wav,,l2_f_se_na_120,,,,,,,../image/glasses.png,../image/joycons.png,joycons,rshift,1,joycons,glasses,glasses,joycons,None,,,,,,,,,,0,33,33,24,,,,,,,,,,,,,,,,,,,259.44183366699144,259.6536044169916,None,,259.6862365420675,260.403561083662,264.6917574170511,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
113.0,l2,f,se,na,../audio/113.wav,,l2_f_se_na_113,,,,,,,../image/loafers.png,../image/sneakers.png,loafers,lshift,1,loafers,sneakers,loafers,sneakers,None,,,,,,,,,,0,34,34,17,,,,,,,,,,,,,,,,,,,264.6917574170511,264.90336787502747,['lshift'],[2.182897667051293],264.9364411670249,265.6532935007165,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
109.0,l2,f,en,na,../audio/109.wav,,l2_f_en_na_109,,,,,,,../image/fish.png,../image/woman.png,fish,lshift,1,fish,woman,fish,woman,None,,,,,,,,,,0,35,35,13,,,,,,,,,,,,,,,,,,,267.1395893750014,267.34661383403,['lshift'],[1.6614575830753893],267.3846189590404,268.1026666256987,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
124.0,l2,f,sp,na,../audio/124.wav,,l2_f_sp_na_124,,,,,,,../image/bag.png,../image/bed.png,bed,rshift,1,bed,bag,bag,bed,None,,,,,,,,,,0,36,36,28,,,,,,,,,,,,,,,,,,,269.05832895904314,269.26331862504594,['rshift'],[2.1602754169143736],269.30282562505454,270.0206849587305,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
115.0,l2,f,se,na,../audio/115.wav,,l2_f_se_na_115,,,,,,,../image/notebook.png,../image/cellphone.png,notebook,lshift,1,notebook,cellphone,notebook,cellphone,None,,,,,,,,,,0,37,37,19,,,,,,,,,,,,,,,,,,,271.47252358403057,271.67949825001415,['lshift'],[2.145945332944393],271.7202636250295,272.43647270865426,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
141.0,l2,t,es,f0u,../audio/141.wav,,l2_t_es_f0u_141,,,,,,,../image/dog.png,../image/backpack.png,dog,lshift,1,dog,backpack,dog,backpack,None,,,,,,,,,,0,38,38,45,,,,,,,,,,,,,,,,,,,273.87544720899314,274.0793873750372,['lshift'],[2.043692750041373],274.1196581670083,274.83641491673575,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
22.0,l2,t,es,na,../audio/022.wav,,l2_t_es_na_022,,,,,,,../image/dog.png,../image/cat.png,cat,rshift,1,cat,dog,dog,cat,None,,,,,,,,,,0,39,39,36,,,,,,,,,,,,,,,,,,,276.174055667012,276.3800503340317,['rshift'],[2.0187132919672877],276.4200889590429,277.1356661257489,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
24.0,l2,t,es,na,../audio/024.wav,,l2_t_es_na_024,,,,,,,../image/bed.png,../image/jug.png,jug,rshift,1,jug,bed,bed,jug,None,,,,,,,,,,0,40,40,38,,,,,,,,,,,,,,,,,,,278.44596875004936,278.6460267500952,None,,278.68639975006226,279.40248545870804,283.67558491707314,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
118.0,l2,f,se,na,../audio/118.wav,,l2_f_se_na_118,,,,,,,../image/icecream.png,../image/donut.png,donut,rshift,1,donut,icecream,icecream,donut,None,,,,,,,,,,0,41,41,22,,,,,,,,,,,,,,,,,,,283.67558491707314,283.89598570903763,['rshift'],[1.6340555830392987],283.9199867499992,284.65297708375533,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
119.0,l2,f,se,na,../audio/119.wav,,l2_f_se_na_119,,,,,,,../image/penthouse.png,../image/rocket.png,penthouse,lshift,1,penthouse,rocket,penthouse,rocket,None,,,,,,,,,,0,42,42,23,,,,,,,,,,,,,,,,,,,285.5766955000581,285.77993641700596,['lshift'],[2.2171629169024527],285.81944433401804,286.53666875075237,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
28.0,l2,t,es,na,../audio/028.wav,,l2_t_es_na_028,,,,,,,../image/pants.png,../image/glasses.png,glasses,rshift,1,glasses,pants,pants,glasses,None,,,,,,,,,,0,43,43,42,,,,,,,,,,,,,,,,,,,288.0464802089846,288.2531219170196,['rshift'],[1.9528775829821825],288.2863275000127,289.01331616664925,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
30.0,l2,t,es,na,../audio/030.wav,,l2_t_es_na_030,,,,,,,../image/flipflops.png,../image/boy.png,boy,rshift,1,boy,flipflops,flipflops,boy,None,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,290.2562278340338,290.4625727090752,['rshift'],[2.468942000064999],290.501513833995,291.21724745870256,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
104.0,l2,f,en,na,../audio/104.wav,,l2_f_en_na_104,,,,,,,../image/shirt.png,../image/bag.png,bag,rshift,1,bag,shirt,shirt,bag,None,,,,,,,,,,0,45,45,8,,,,,,,,,,,,,,,,,,,292.97639645903837,293.1864302920876,['rshift'],[1.9218527080956846],293.21601004200056,293.94657537568514,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
96.0,l2,f,en,na,../audio/096.wav,,l2_f_en_na_096,,,,,,,../image/woman.png,../image/cat.png,cat,rshift,1,cat,woman,woman,cat,../image/,,,,,,,,,,0,46,46,0,,,,,,,,,,,,,,,,,,,295.1554482920328,295.3627493750537,['rshift'],[1.6891012080013752],295.40310712507926,296.11997012567394,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
122.0,l2,f,sp,na,../audio/122.wav,,l2_f_sp_na_122,,,,,,,../image/desk.png,../image/chair.png,chair,rshift,1,chair,desk,desk,chair,None,,,,,,,,,,0,47,47,26,,,,,,,,,,,,,,,,,,,297.09719679201953,297.30298279202543,['rshift'],[2.804833583999425],297.34628725005314,298.06319475075384,,,,,,,,,,,,,,,,028,001,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None,
