num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp1_trial_cross.started,exp1_trial_key.started,exp1_trial_cross.stopped,exp1_trial_sound.started,exp1_trial_key.keys,exp1_trial_key.rt,exp1_cross.started,exp1_key.started,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_cross.stopped,exp2_trial_cross.started,exp2_trial_key.started,exp2_trial_cross.stopped,exp2_trial_sound.started,participant,session,date,expName,psychopyVersion,frameRate,
140.0,l1,t,es,f0u,../audio/140.wav,,l1_t_es_f0u_140,,,,,,,../image/ring.png,../image/bracelet.png,bracelet,rshift,1,bracelet,ring,ring,bracelet,None,,,,,,,,,0,29,29,54,,,,,,,,,,,,,,,36.36456154100597,36.581365333055146,rshift,1,0.1874857919756323,36.600268415990286,,,,,748226,001,2023-08-16_12h00.01.038,exp_g1,2022.2.5,None,
83.0,l1,f,se,na,../audio/083.wav,,l1_f_se_na_083,,,,,,,../image/donut.png,../image/burger.png,burger,rshift,1,burger,donut,donut,burger,None,,,,,,,,,0,30,30,22,,,,,,,,,,,,,,,36.82545454101637,37.03144749999046,lshift,0,0.26384895807132125,37.06734508299269,,,,,748226,001,2023-08-16_12h00.01.038,exp_g1,2022.2.5,None,
72.0,l1,f,en,na,../audio/072.wav,,l1_f_en_na_072,,,,,,,../image/dog.png,../image/fish.png,dog,lshift,1,dog,fish,dog,fish,None,,,,,,,,,0,31,31,11,,,,,,,,,,,,,,,37.32421304099262,37.534565082984045,rshift,0,0.2065124170621857,37.567578291054815,,,,,748226,001,2023-08-16_12h00.01.038,exp_g1,2022.2.5,None,
17.0,l1,t,es,na,../audio/017.wav,,l1_t_es_na_017,,,,,,,../image/jug.png,../image/cat.png,jug,lshift,1,jug,cat,jug,cat,None,,,,,,,,,0,32,32,41,,,,,,,,,,,,,,,37.78702083299868,37.99818866606802,lshift,1,0.5484823749866337,38.03410091600381,,,,,748226,001,2023-08-16_12h00.01.038,exp_g1,2022.2.5,None,
139.0,l1,t,es,f0u,../audio/139.wav,,l1_t_es_f0u_139,,,,,,,../image/restaurant.png,../image/hotel.png,restaurant,lshift,1,restaurant,hotel,restaurant,hotel,None,,,,,,,,,0,33,33,53,,,,,,,,,,,,,,,38.57714108307846,38.78330170805566,rshift,0,0.25473916600458324,38.816641458077356,,,,,748226,001,2023-08-16_12h00.01.038,exp_g1,2022.2.5,None,
81.0,l1,f,se,na,../audio/081.wav,,l1_f_se_na_081,,,,,,,../image/boxers.png,../image/sweatpants.png,sweatpants,rshift,1,sweatpants,boxers,boxers,sweatpants,None,,,,,,,,,0,34,34,20,,,,,,,,,,,,,,,39.08557950006798,39.298157458077185,lshift,0,0.40539316600188613,39.33155958307907,,,,,748226,001,2023-08-16_12h00.01.038,exp_g1,2022.2.5,None,
79.0,l1,f,se,na,../audio/079.wav,,l1_f_se_na_079,,,,,,,../image/sweatpants.png,../image/jeans.png,jeans,rshift,1,jeans,sweatpants,sweatpants,jeans,None,,,,,,,,,0,35,35,18,,,,,,,,,,,,,,,39.72624483297113,39.95091000001412,rshift,1,0.17043816694058478,39.96721662499476,,,,,748226,001,2023-08-16_12h00.01.038,exp_g1,2022.2.5,None,
20.0,l1,t,es,na,../audio/020.wav,,l1_t_es_na_020,,,,,,,../image/cellphone.png,../image/backpack.png,backpack,rshift,1,backpack,cellphone,cellphone,backpack,None,,,,,,,,,0,36,36,44,,,,,,,,,,,,,,,40.167673250078224,40.38148695800919,lshift,0,0.3348055420210585,40.41479299997445,,,,,748226,001,2023-08-16_12h00.01.038,exp_g1,2022.2.5,None,
12.0,l1,t,es,na,../audio/012.wav,,l1_t_es_na_012,,,,,,,../image/newspaper.png,../image/book.png,book,rshift,1,book,newspaper,newspaper,book,None,,,,,,,,,0,37,37,36,,,,,,,,,,,,,,,40.756059249979444,40.96741237503011,rshift,1,0.2091857090126723,41.000769458012655,,,,,748226,001,2023-08-16_12h00.01.038,exp_g1,2022.2.5,None,
77.0,l1,f,se,na,../audio/077.wav,,l1_f_se_na_077,,,,,,,../image/mashedpotatoes.png,../image/donut.png,donut,rshift,1,donut,mashedpotatoes,mashedpotatoes,donut,None,,,,,,,,,0,38,38,16,,,,,,,,,,,,,,,41.218184540979564,41.43133812502492,lshift,0,0.20680816599633545,41.464565915986896,,,,,748226,001,2023-08-16_12h00.01.038,exp_g1,2022.2.5,None,
94.0,l1,f,sp,na,../audio/094.wav,,l1_f_sp_na_094,,,,,,,../image/beer.png,../image/horchata.png,beer,lshift,1,beer,horchata,beer,horchata,None,,,,,,,,,0,39,39,33,,,,,,,,,,,,,,,41.68057241605129,41.885968832997605,rshift,0,-0.01898270903620869,,,,,,748226,001,2023-08-16_12h00.01.038,exp_g1,2022.2.5,None,
