participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_key.rt,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp1_loop.ran,exp_num,image,image_alt,left_img,right_img,image_dir,exp2_trial_key.keys,exp2_trial_key.rt,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_trial_loop.ran,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_retrial.ran,exp2_key.keys,exp2_key.rt,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp2_loop.ran,cs
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,028,l2,t,es,na,audio/028.wav,,l2_t_es_na_028,,,,,,,image/pants.png,image/glasses.png,glasses,rshift,rshift,1,3.317,0,15,15,42,1,1,glasses,pants,pants,glasses,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,125,l2,f,sp,na,audio/125.wav,,l2_f_sp_na_125,,,,,,,image/desk.png,image/bottle.png,desk,lshift,lshift,1,2.8866,0,16,16,29,1,1,desk,bottle,desk,bottle,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,160,l1,t,es,f0c,audio/160.wav,,l1_t_es_f0c_160,,,,,,,image/ring.png,image/bracelet.png,bracelet,rshift,rshift,1,3.2854,0,17,17,54,1,1,bracelet,ring,ring,bracelet,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,154,l1,t,es,f0c,audio/154.wav,,l1_t_es_f0c_154,,,,,,,image/basket.png,image/truck.png,truck,rshift,lshift,0,3.3377,0,18,18,48,1,1,truck,basket,basket,truck,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,108,l2,f,en,na,audio/108.wav,,l2_f_en_na_108,,,,,,,image/scarf.png,image/socks.png,socks,rshift,rshift,1,2.5863,0,19,19,12,1,1,socks,scarf,scarf,socks,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,025,l2,t,es,na,audio/025.wav,,l2_t_es_na_025,,,,,,,image/cellphone.png,image/truck.png,cellphone,lshift,rshift,0,2.8523,0,20,20,39,1,1,cellphone,truck,cellphone,truck,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,159,l1,t,es,f0c,audio/159.wav,,l1_t_es_f0c_159,,,,,,,image/restaurant.png,image/hotel.png,restaurant,lshift,lshift,1,3.0817,0,21,21,53,1,1,restaurant,hotel,restaurant,hotel,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,124,l2,f,sp,na,audio/124.wav,,l2_f_sp_na_124,,,,,,,image/bag.png,image/bed.png,bed,rshift,rshift,1,2.4486,0,22,22,28,1,1,bed,bag,bag,bed,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,103,l2,f,en,na,audio/103.wav,,l2_f_en_na_103,,,,,,,image/toys.png,image/sneakers.png,toys,lshift,lshift,1,2.6326,0,23,23,7,1,1,toys,sneakers,toys,sneakers,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,109,l2,f,en,na,audio/109.wav,,l2_f_en_na_109,,,,,,,image/fish.png,image/woman.png,fish,lshift,lshift,1,2.12,0,24,24,13,1,1,fish,woman,fish,woman,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,030,l2,t,es,na,audio/030.wav,,l2_t_es_na_030,,,,,,,image/flipflops.png,image/boy.png,boy,rshift,rshift,1,3.2216,0,25,25,44,1,1,boy,flipflops,flipflops,boy,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,101,l2,f,en,na,audio/101.wav,,l2_f_en_na_101,,,,,,,image/computer.png,image/bag.png,computer,lshift,lshift,1,2.6518,0,26,26,5,1,1,computer,bag,computer,bag,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,098,l2,f,en,na,audio/098.wav,,l2_f_en_na_098,,,,,,,image/man.png,image/woman.png,woman,rshift,rshift,1,2.2273,0,27,27,2,1,1,woman,man,man,woman,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,152,l1,t,es,f0c,audio/152.wav,,l1_t_es_f0c_152,,,,,,,image/car.png,image/grandma.png,grandma,rshift,rshift,1,2.5859,0,28,28,46,1,1,grandma,car,car,grandma,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,126,l2,f,sp,na,audio/126.wav,,l2_f_sp_na_126,,,,,,,image/backpack.png,image/key.png,key,rshift,lshift,0,2.4811,0,29,29,30,1,1,key,backpack,backpack,key,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,029,l2,t,es,na,audio/029.wav,,l2_t_es_na_029,,,,,,,image/armchair.png,image/ring.png,armchair,lshift,lshift,1,3.201,0,30,30,43,1,1,armchair,ring,armchair,ring,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,099,l2,f,en,na,audio/099.wav,,l2_f_en_na_099,,,,,,,image/dog.png,image/cat.png,dog,lshift,lshift,1,1.9751,0,31,31,3,1,1,dog,cat,dog,cat,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,112,l2,f,se,na,audio/112.wav,,l2_f_se_na_112,,,,,,,image/burger.png,image/hotdog.png,hotdog,rshift,rshift,1,2.9156,0,32,32,16,1,1,hotdog,burger,burger,hotdog,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,151,l1,t,es,f0c,audio/151.wav,,l1_t_es_f0c_151,,,,,,,image/cat.png,image/flower.png,cat,lshift,lshift,1,2.8521,0,33,33,45,1,1,cat,flower,cat,flower,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,027,l2,t,es,na,audio/027.wav,,l2_t_es_na_027,,,,,,,image/shirt.png,image/book.png,shirt,lshift,lshift,1,2.5765,0,34,34,41,1,1,shirt,book,shirt,book,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,129,l2,f,sp,na,audio/129.wav,,l2_f_sp_na_129,,,,,,,image/bag.png,image/chair.png,bag,lshift,lshift,1,3.9698,0,35,35,33,1,1,bag,chair,bag,chair,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,107,l2,f,en,na,audio/107.wav,,l2_f_en_na_107,,,,,,,image/man.png,image/cat.png,man,lshift,lshift,1,2.5202,0,36,36,11,1,1,man,cat,man,cat,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,116,l2,f,se,na,audio/116.wav,,l2_f_se_na_116,,,,,,,image/sweatpants.png,image/boxers.png,boxers,rshift,rshift,1,2.6876,0,37,37,20,1,1,boxers,sweatpants,sweatpants,boxers,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,155,l1,t,es,f0c,audio/155.wav,,l1_t_es_f0c_155,,,,,,,image/flipflops.png,image/flower.png,flipflops,lshift,lshift,1,2.5026,0,38,38,49,1,1,flipflops,flower,flipflops,flower,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,096,l2,f,en,na,audio/096.wav,,l2_f_en_na_096,,,,,,,image/woman.png,image/cat.png,cat,rshift,rshift,1,2.1349,0,39,39,0,1,1,cat,woman,woman,cat,../image/,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,121,l2,f,sp,na,audio/121.wav,,l2_f_sp_na_121,,,,,,,image/shoe.png,image/glasses.png,shoe,lshift,rshift,0,1.1837,0,40,40,25,1,1,shoe,glasses,shoe,glasses,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,117,l2,f,se,na,audio/117.wav,,l2_f_se_na_117,,,,,,,image/spongebob.png,image/mickeymouse.png,spongebob,lshift,lshift,1,2.7218,0,41,41,21,1,1,spongebob,mickeymouse,spongebob,mickeymouse,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,115,l2,f,se,na,audio/115.wav,,l2_f_se_na_115,,,,,,,image/notebook.png,image/cellphone.png,notebook,lshift,lshift,1,2.5888,0,42,42,19,1,1,notebook,cellphone,notebook,cellphone,,,,,,,,,,,,,,,,,,,,,
067,001,2023-10-18_16h58.16.959,exp_g2,2022.2.5,Win32,60.24459305,,,,,,,,022,l2,t,es,na,audio/022.wav,,l2_t_es_na_022,,,,,,,image/dog.png,image/cat.png,cat,rshift,rshift,1,2.6522,0,43,43,36,1,1,cat,dog,dog,cat,,,,,,,,,,,,,,,,,,,,,
