participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_key.rt,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp1_loop.ran,exp_num,image,image_alt,left_img,right_img,image_dir,exp2_trial_key.keys,exp2_trial_key.rt,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_trial_loop.ran,exp2_key.keys,exp2_key.rt,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp2_loop.ran,cs
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,109,l2,f,en,na,audio/109.wav,,l2_f_en_na_109,,,,,,,image/fish.png,image/woman.png,fish,lshift,lshift,1,1.6449,0,29,29,13,1,1,fish,woman,fish,woman,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,021,l2,t,es,na,audio/021.wav,,l2_t_es_na_021,,,,,,,image/jacket.png,image/flipflops.png,jacket,lshift,lshift,1,2.007,0,30,30,35,1,1,jacket,flipflops,jacket,flipflops,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,145,l2,t,es,f0u,audio/145.wav,,l2_t_es_f0u_145,,,,,,,image/bag.png,image/flower.png,bag,lshift,lshift,1,2.0656,0,31,31,49,1,1,bag,flower,bag,flower,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,098,l2,f,en,na,audio/098.wav,,l2_f_en_na_098,,,,,,,image/man.png,image/woman.png,woman,rshift,rshift,1,2.0133,0,32,32,2,1,1,woman,man,man,woman,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,144,l2,t,es,f0u,audio/144.wav,,l2_t_es_f0u_144,,,,,,,image/bracelet.png,image/backpack.png,backpack,rshift,rshift,1,2.2461,0,33,33,48,1,1,backpack,bracelet,bracelet,backpack,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,105,l2,f,en,na,audio/105.wav,,l2_f_en_na_105,,,,,,,image/bed.png,image/plane.png,bed,lshift,lshift,1,1.8509,0,34,34,9,1,1,bed,plane,bed,plane,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,030,l2,t,es,na,audio/030.wav,,l2_t_es_na_030,,,,,,,image/flipflops.png,image/boy.png,boy,rshift,rshift,1,2.6993,0,35,35,44,1,1,boy,flipflops,flipflops,boy,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,099,l2,f,en,na,audio/099.wav,,l2_f_en_na_099,,,,,,,image/dog.png,image/cat.png,dog,lshift,lshift,1,1.5997,0,36,36,3,1,1,dog,cat,dog,cat,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,129,l2,f,sp,na,audio/129.wav,,l2_f_sp_na_129,,,,,,,image/bag.png,image/chair.png,bag,lshift,lshift,1,2.8846,0,37,37,33,1,1,bag,chair,bag,chair,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,130,l2,f,sp,na,audio/130.wav,,l2_f_sp_na_130,,,,,,,image/socks.png,image/glasses.png,glasses,rshift,lshift,0,1.9749,0,38,38,34,1,1,glasses,socks,socks,glasses,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,126,l2,f,sp,na,audio/126.wav,,l2_f_sp_na_126,,,,,,,image/backpack.png,image/key.png,key,rshift,rshift,1,2.072,0,39,39,30,1,1,key,backpack,backpack,key,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,148,l2,t,es,f0u,audio/148.wav,,l2_t_es_f0u_148,,,,,,,image/newspaper.png,image/cups.png,cups,rshift,rshift,1,2.3961,0,40,40,52,1,1,cups,newspaper,newspaper,cups,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,107,l2,f,en,na,audio/107.wav,,l2_f_en_na_107,,,,,,,image/man.png,image/cat.png,man,lshift,lshift,1,2.1925,0,41,41,11,1,1,man,cat,man,cat,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,026,l2,t,es,na,audio/026.wav,,l2_t_es_na_026,,,,,,,image/village.png,image/grandma.png,grandma,rshift,rshift,1,2.4206,0,42,42,40,1,1,grandma,village,village,grandma,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,119,l2,f,se,na,audio/119.wav,,l2_f_se_na_119,,,,,,,image/penthouse.png,image/rocket.png,penthouse,lshift,lshift,1,2.5546,0,43,43,23,1,1,penthouse,rocket,penthouse,rocket,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,123,l2,f,sp,na,audio/123.wav,,l2_f_sp_na_123,,,,,,,image/sweater.png,image/cellphone.png,sweater,lshift,lshift,1,1.9821,0,44,44,27,1,1,sweater,cellphone,sweater,cellphone,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,142,l2,t,es,f0u,audio/142.wav,,l2_t_es_f0u_142,,,,,,,image/car.png,image/truck.png,truck,rshift,lshift,0,2.6196,0,45,45,46,1,1,truck,car,car,truck,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,111,l2,f,se,na,audio/111.wav,,l2_f_se_na_111,,,,,,,image/mashedpotatoes.png,image/donut.png,mashedpotatoes,lshift,lshift,1,2.2178,0,46,46,15,1,1,mashedpotatoes,donut,mashedpotatoes,donut,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,149,l2,t,es,f0u,audio/149.wav,,l2_t_es_f0u_149,,,,,,,image/boy.png,image/dog.png,boy,lshift,lshift,1,2.5612,0,47,47,53,1,1,boy,dog,boy,dog,,,,,,,,,,,,,,,,
