num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,cs,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp1_trial_cross.started,exp1_trial_key.started,exp1_trial_cross.stopped,exp1_trial_sound.started,exp1_trial_key.keys,exp1_trial_key.rt,exp1_cross.started,exp1_key.started,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_cross.stopped,exp1_sound.started,exp1_key.stopped,exp2_trial_cross.started,exp2_trial_key.started,exp2_trial_cross.stopped,exp2_trial_sound.started,exp2_trial_key.stopped,exp2_trial_key.keys,exp2_trial_key.rt,exp2_cross.started,exp2_key.started,exp2_cross.stopped,exp2_sound.started,exp2_key.stopped,exp2_key.keys,exp2_key.rt,participant,session,date,expName,psychopyVersion,frameRate,
tr6,lt,tr,se,na,../practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,302.84616012498736,303.0814755829051,303.08828233298846,303.8383099996174,308.0983681669459,['rshift'],[1.9201453329296783],,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
tr7,lt,tr,es,na,../practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,308.0983681669459,308.3380197919905,308.3380197919905,309.08807445859225,313.35486041696277,"['lshift', 'rshift']","[1.5466742080170661, 2.3065348329255357]",,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
tr8,lt,tr,es,na,../practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,313.35486041696277,313.58079708297737,313.59848779195454,314.33862895862353,318.5712121250108,"['lshift', 'rshift']","[1.9056187079986557, 2.490206249989569]",,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
169.0,l2,t,es,f0c,../audio/169.wav,,l2_t_es_f0c_169,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,53,,,,,,,,,,,,,,,,,,,,,,324.51898237492424,324.70389758294914,324.7639814169379,325.4550308336659,329.7212478329893,"['lshift', 'lshift', 'rshift']","[-0.7024588750209659, 1.5209029580000788, 2.857086666044779]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
113.0,l2,f,se,na,../audio/113.wav,,l2_f_se_na_113,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,329.7212478329893,329.9556058750022,329.96394954191055,330.7053056666084,334.98432362498716,['rshift'],[1.6279150419868529],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
96.0,l2,f,en,na,../audio/096.wav,,l2_f_en_na_096,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,334.98432362498716,335.2049582499312,335.23167908296455,335.95457566663777,340.22260995791294,['lshift'],[1.436794166918844],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
22.0,l2,t,es,na,../audio/022.wav,,l2_t_es_na_022,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,3,3,36,,,,,,,,,,,,,,,,,,,,,,340.22260995791294,340.45497254200745,340.4648645829875,341.2046325415761,345.47435074998066,"['lshift', 'rshift']","[1.410625541000627, 2.219512208015658]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
161.0,l2,t,es,f0c,../audio/161.wav,,l2_t_es_f0c_161,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,4,4,45,,,,,,,,,,,,,,,,,,,,,,345.47435074998066,345.7050815419061,345.7184745419072,346.4549457496653,350.71990249992814,"['lshift', 'rshift']","[1.8137124580098316, 2.4529573330655694]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
168.0,l2,t,es,f0c,../audio/168.wav,,l2_t_es_f0c_168,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,5,5,52,,,,,,,,,,,,,,,,,,,,,,350.71990249992814,350.954452416976,350.9648544579977,351.7150323746648,355.9765475000022,"['lshift', 'rshift']","[1.5553736239671707, 2.5001145830610767]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
97.0,l2,f,en,na,../audio/097.wav,,l2_f_en_na_097,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,355.9765475000022,356.20540283294395,356.2191423329059,356.954695458586,361.2329104169039,['lshift'],[1.3278215000173077],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
24.0,l2,t,es,na,../audio/024.wav,,l2_t_es_na_024,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,7,7,38,,,,,,,,,,,,,,,,,,,,,,361.2329104169039,361.446742250002,361.47976775001734,362.2147955416624,366.46696483297274,"['lshift', 'rshift']","[1.419456540956162, 2.1246414160123095]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
117.0,l2,f,se,na,../audio/117.wav,,l2_f_se_na_117,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,8,8,21,,,,,,,,,,,,,,,,,,,,,,366.46696483297274,366.6983844169881,366.7150282500079,367.464837666663,371.72144787490834,"['rshift', 'lshift']","[1.2898442499572411, 2.9009262500330806]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
125,l2,f,sp,na,../audio/125.wav,,l2_f_sp_na_125,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,9,9,29,,,,,,,,,,,,,,,,,,,,,,371.72144787490834,371.95499866700266,371.96385299996473,372.70489070861754,376.9860030829441,['rshift'],[1.6184799990151078],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
101.0,l2,f,en,na,../audio/101.wav,,l2_f_en_na_101,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,10,10,5,,,,,,,,,,,,,,,,,,,,,,376.9860030829441,377.2019552079728,377.2308745419141,377.96470449964204,382.22142587497365,['lshift'],[1.3342076670378447],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
28.0,l2,t,es,na,../audio/028.wav,,l2_t_es_na_028,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,11,11,42,,,,,,,,,,,,,,,,,,,,,,382.22142587497365,382.4543924169848,382.46475774992723,383.2047914995967,387.473069874919,"['lshift', 'rshift']","[1.2118508329149336, 2.4439619159093127]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
99.0,l2,f,en,na,../audio/099.wav,,l2_f_en_na_099,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,12,12,3,,,,,,,,,,,,,,,,,,,,,,387.473069874919,387.7049992919201,387.71914045792073,388.46325954160807,392.7256229579216,['lshift'],[1.4111280409852043],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
118.0,l2,f,se,na,../audio/118.wav,,l2_f_se_na_118,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,13,13,22,,,,,,,,,,,,,,,,,,,,,,392.7256229579216,392.95471624995116,392.9690117499558,393.7147733335771,397.9691397079732,['rshift'],[1.510845832992345],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
26.0,l2,t,es,na,../audio/026.wav,,l2_t_es_na_026,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,14,14,40,,,,,,,,,,,,,,,,,,,,,,397.9691397079732,398.20554545801133,398.2145627499558,398.96465345862475,403.2309141670121,"['lshift', 'rshift']","[1.443544208072126, 2.517495125066489]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
116.0,l2,f,se,na,../audio/116.wav,,l2_f_se_na_116,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,15,15,20,,,,,,,,,,,,,,,,,,,,,,403.2309141670121,403.45426466700155,403.4698929169681,404.2048829165908,408.4740464169299,['rshift'],[2.027894458035007],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
30.0,l2,t,es,na,../audio/030.wav,,l2_t_es_na_030,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,16,16,44,,,,,,,,,,,,,,,,,,,,,,408.4740464169299,408.7047897079028,408.7187974170083,409.463469958577,413.72302758297883,"['lshift', 'rshift']","[1.2947960420278832, 2.5099258749978617]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
120.0,l2,f,se,na,../audio/120.wav,,l2_f_se_na_120,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,17,17,24,,,,,,,,,,,,,,,,,,,,,,413.72302758297883,413.95513725001365,413.9693749169819,414.7048229165996,418.9746432079701,['rshift'],[1.434259583009407],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
170.0,l2,t,es,f0c,../audio/170.wav,,l2_t_es_f0c_170,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,18,18,54,,,,,,,,,,,,,,,,,,,,,,418.9746432079701,419.2050626249984,419.21935324999504,419.96436833363646,424.23473712499253,"['lshift', 'rshift']","[1.390549375093542, 2.3334637080552056]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
167.0,l2,t,es,f0c,../audio/167.wav,,l2_t_es_f0c_167,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,19,19,51,,,,,,,,,,,,,,,,,,,,,,424.23473712499253,424.45457591698505,424.4810525829671,425.204534166671,429.47218666691333,"['lshift', 'rshift']","[1.5410607079975307, 2.551621332997456]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
21.0,l2,t,es,na,../audio/021.wav,,l2_t_es_na_021,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,20,20,35,,,,,,,,,,,,,,,,,,,,,,429.47218666691333,429.7047006249195,429.71366924990434,430.4644964995716,434.72011166694574,"['lshift', 'rshift']","[1.5685014999471605, 2.310467791976407]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
129.0,l2,f,sp,na,../audio/129.wav,,l2_f_sp_na_129,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,21,21,33,,,,,,,,,,,,,,,,,,,,,,434.72011166694574,434.95443449995946,434.96440620790236,435.7138122086801,439.97612199990544,['rshift'],[1.4850142489885911],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
102.0,l2,f,en,na,../audio/102.wav,,l2_f_en_na_102,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,22,22,6,,,,,,,,,,,,,,,,,,,,,,439.97612199990544,440.20459770795424,440.2212029999355,440.96437870856994,445.2226668749936,['lshift'],[1.5041938329814002],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
163.0,l2,t,es,f0c,../audio/163.wav,,l2_t_es_f0c_163,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,23,23,47,,,,,,,,,,,,,,,,,,,,,,445.2226668749936,445.45406179199927,445.46906575001776,446.2138690415925,450.4706063749036,"['lshift', 'rshift']","[1.967455375008285, 3.2278869580477476]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
164.0,l2,t,es,f0c,../audio/164.wav,,l2_t_es_f0c_164,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,24,24,48,,,,,,,,,,,,,,,,,,,,,,450.4706063749036,450.7018120829016,450.720739374985,451.46313812461835,455.7306981669972,"['lshift', 'rshift']","[1.6627742919372395, 2.3540242079179734]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
109.0,l2,f,en,na,../audio/109.wav,,l2_f_en_na_109,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,25,25,13,,,,,,,,,,,,,,,,,,,,,,455.7306981669972,455.95469395793043,455.97067616693676,456.71350495861066,460.9813018749701,['lshift'],[1.2937887919833884],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
29.0,l2,t,es,na,../audio/029.wav,,l2_t_es_na_029,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,26,26,43,,,,,,,,,,,,,,,,,,,,,,460.9813018749701,461.203468499938,461.22026920795906,461.95466637466257,466.22083404194564,"['lshift', 'rshift']","[1.3111616669921204, 2.7384508749237284]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
123.0,l2,f,sp,na,../audio/123.wav,,l2_f_sp_na_123,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,466.22083404194564,466.4542614580132,466.4640625419561,467.21361449960773,471.48248729191255,['rshift'],[1.7446732909884304],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
23.0,l2,t,es,na,../audio/023.wav,,l2_t_es_na_023,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,28,28,37,,,,,,,,,,,,,,,,,,,,,,471.48248729191255,471.7046230419073,471.7307669169968,472.46362566663106,476.72226658300497,"['lshift', 'rshift']","[1.523934290977195, 2.2029066249961033]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
112.0,l2,f,se,na,../audio/112.wav,,l2_f_se_na_112,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,29,29,16,,,,,,,,,,,,,,,,,,,,,,476.72226658300497,476.95417883293703,476.9693867919268,477.7129851246175,481.9801730419276,"['rshift', 'lshift']","[1.5314763740170747, 3.011779123917222]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
108.0,l2,f,en,na,../audio/108.wav,,l2_f_en_na_108,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,30,30,12,,,,,,,,,,,,,,,,,,,,,,481.9801730419276,482.20409704197664,482.2199430000037,482.9635679996029,487.22329916700255,['lshift'],[2.8795268739340827],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
122.0,l2,f,sp,na,../audio/122.wav,,l2_f_sp_na_122,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,31,31,26,,,,,,,,,,,,,,,,,,,,,,487.22329916700255,487.45375250000507,487.4684099579463,488.21368145867405,492.4691139579518,['rshift'],[1.4446575000183657],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
126.0,l2,f,sp,na,../audio/126.wav,,l2_f_sp_na_126,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,32,32,30,,,,,,,,,,,,,,,,,,,,,,492.4691139579518,492.7028577919118,492.712643167004,493.46413233358567,497.72181333298795,['rshift'],[1.783076708088629],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
128.0,l2,f,sp,na,../audio/128.wav,,l2_f_sp_na_128,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,33,33,32,,,,,,,,,,,,,,,,,,,,,,497.72181333298795,497.9533569579944,497.9709925419884,498.71402691660137,502.9802174170036,['rshift'],[1.4989201669814065],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
162.0,l2,t,es,f0c,../audio/162.wav,,l2_t_es_f0c_162,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,34,34,46,,,,,,,,,,,,,,,,,,,,,,502.9802174170036,503.20165433292277,503.2292050829856,503.9638566666438,508.22102324990556,"['lshift', 'rshift']","[1.4376144169364125, 2.2853007919620723]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
124.0,l2,f,sp,na,../audio/124.wav,,l2_f_sp_na_124,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,35,35,28,,,,,,,,,,,,,,,,,,,,,,508.22102324990556,508.4538956669858,508.46278362500016,509.21256658359584,513.4722080829088,['rshift'],[1.361303542042151],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
105.0,l2,f,en,na,../audio/105.wav,,l2_f_en_na_105,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,36,36,9,,,,,,,,,,,,,,,,,,,,,,513.4722080829088,513.7041846669745,513.7168830829905,514.4633734996353,518.7213178329403,['lshift'],[1.510995874996297],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
165.0,l2,t,es,f0c,../audio/165.wav,,l2_t_es_f0c_165,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,37,37,49,,,,,,,,,,,,,,,,,,,,,,518.7213178329403,518.9543787499424,518.9671146249166,519.7132034166173,523.9835105829407,"['lshift', 'rshift']","[1.6158061659662053, 2.182483748998493]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
127.0,l2,f,sp,na,../audio/127.wav,,l2_f_sp_na_127,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,38,38,31,,,,,,,,,,,,,,,,,,,,,,523.9835105829407,524.2039763749344,524.2304525829386,524.9637324995749,529.2209338329267,['rshift'],[1.577273290953599],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
166.0,l2,t,es,f0c,../audio/166.wav,,l2_t_es_f0c_166,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,39,39,50,,,,,,,,,,,,,,,,,,,,,,529.2209338329267,529.4538980419748,529.4629301669775,530.2123723746665,534.4722461670171,"['lshift', 'rshift']","[1.4496714579872787, 3.0149214999983087]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
111.0,l2,f,se,na,../audio/111.wav,,l2_f_se_na_111,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,40,40,15,,,,,,,,,,,,,,,,,,,,,,534.4722461670171,534.7036439579679,534.7191674169153,535.4636741246252,539.7233342919499,"['rshift', 'lshift']","[1.5104023749008775, 2.5199815419036895]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
27.0,l2,t,es,na,../audio/027.wav,,l2_t_es_na_027,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,539.7233342919499,539.9538898329483,539.9711252499837,540.7135748746261,544.9687672079308,"['lshift', 'rshift']","[1.693926875013858, 2.0729216660838574]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
25.0,l2,t,es,na,../audio/025.wav,,l2_t_es_na_025,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,42,42,39,,,,,,,,,,,,,,,,,,,,,,544.9687672079308,545.2049116669223,545.2130328749772,545.9623896666492,550.2318167079939,"['lshift', 'rshift']","[1.398018499952741, 2.030454749939963]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
107.0,l2,f,en,na,../audio/107.wav,,l2_f_en_na_107,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,43,43,11,,,,,,,,,,,,,,,,,,,,,,550.2318167079939,550.4542118749814,550.4804900420131,551.2122072496607,555.4724591670092,"['lshift', 'rshift']","[1.4194422489963472, 2.0945185830350965]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
114.0,l2,f,se,na,../audio/114.wav,,l2_f_se_na_114,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,44,44,18,,,,,,,,,,,,,,,,,,,,,,555.4724591670092,555.7034896669211,555.719847499975,556.4635469996758,560.7327337919269,['rshift'],[1.821837417082861],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
110.0,l2,f,en,na,../audio/110.wav,,l2_f_en_na_110,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,45,45,14,,,,,,,,,,,,,,,,,,,,,,560.7327337919269,560.9534244999522,560.9800625420175,561.7134407086453,565.9689062919933,['lshift'],[1.541196292033419],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
130.0,l2,f,sp,na,../audio/130.wav,,l2_f_sp_na_130,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,46,46,34,,,,,,,,,,,,,,,,,,,,,,565.9689062919933,566.203399082995,566.2133791669039,566.9632285836308,571.2325188330142,['rshift'],[1.6162564170081168],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
119.0,l2,f,se,na,../audio/119.wav,,l2_f_se_na_119,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,47,47,23,,,,,,,,,,,,,,,,,,,,,,571.2325188330142,571.4534381669946,571.4800092919031,572.2135302916324,576.4716387919616,"['rshift', 'lshift']","[1.9042632909258828, 3.068747499026358]",068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
115.0,l2,f,se,na,../audio/115.wav,,l2_f_se_na_115,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,48,48,19,,,,,,,,,,,,,,,,,,,,,,576.4716387919616,576.7035004579229,576.7200078750029,577.46337149962,581.7289067920065,['rshift'],[3.1347622079774737],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
121.0,l2,f,sp,na,../audio/121.wav,,l2_f_sp_na_121,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,49,49,25,,,,,,,,,,,,,,,,,,,,,,581.7289067920065,581.9532754169777,581.9686561250128,582.7135774585806,586.9684308329597,['rshift'],[1.6533059159992263],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
106.0,l2,f,en,na,../audio/106.wav,,l2_f_en_na_106,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,50,50,10,,,,,,,,,,,,,,,,,,,,,,586.9684308329597,587.2036480419338,587.212097999989,587.963172999622,592.232075167005,['lshift'],[1.370055083069019],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
104.0,l2,f,en,na,../audio/104.wav,,l2_f_en_na_104,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,51,51,8,,,,,,,,,,,,,,,,,,,,,,592.232075167005,592.4526496249018,592.4798999580089,593.21270245867,597.4718752079643,['lshift'],[1.9118039989843965],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
100.0,l2,f,en,na,../audio/100.wav,,l2_f_en_na_100,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,52,52,4,,,,,,,,,,,,,,,,,,,,,,597.4718752079643,597.7032929169945,597.719437166932,598.4633860836659,602.7213319169823,['lshift'],[1.362798624089919],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
103.0,l2,f,en,na,../audio/103.wav,,l2_f_en_na_103,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,53,53,7,,,,,,,,,,,,,,,,,,,,,,602.7213319169823,602.9532671669731,602.9678417919204,603.7131643746436,607.9726737919264,['lshift'],[1.7056617080233991],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
98.0,l2,f,en,na,../audio/098.wav,,l2_f_en_na_098,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,54,54,2,,,,,,,,,,,,,,,,,,,,,,607.9726737919264,608.2029361670138,608.2175817079842,608.963140208569,613.1949738749536,['lshift'],[1.793781540938653],068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
