...1,num,list,cond,lang,type,mat_dur,exp1_key.keys,exp1_key.rt,exp1_key.corr,cor_rate,participant,group,prof,rt
21,141,l2,TRUE,es,f0u,0.75509375,lshift,2.4061,1,0.966666666666667,74,exp_g2,3,1.65100625
22,143,l2,TRUE,es,f0u,1.55846875,lshift,3.2898,1,0.966666666666667,74,exp_g2,3,1.73133125
23,144,l2,TRUE,es,f0u,0.69834375,rshift,2.3287,1,0.966666666666667,74,exp_g2,3,1.63035625
24,145,l2,TRUE,es,f0u,0.825,lshift,2.479,1,0.966666666666667,74,exp_g2,3,1.654
25,146,l2,TRUE,es,f0u,1.63628125,rshift,3.0807,1,0.966666666666667,74,exp_g2,3,1.44441875
26,147,l2,TRUE,es,f0u,1.025125,lshift,2.8917,1,0.966666666666667,74,exp_g2,3,1.866575
27,148,l2,TRUE,es,f0u,0.739,rshift,2.7669,1,0.966666666666667,74,exp_g2,3,2.0279
28,149,l2,TRUE,es,f0u,1.2804375,lshift,3.0923,1,0.966666666666667,74,exp_g2,3,1.8118625
29,150,l2,TRUE,es,f0u,0.82653125,rshift,2.5511,1,0.966666666666667,74,exp_g2,3,1.72456875
1,21,l2,TRUE,es,na,0.704021,lshift,2.0106,1,0.966666666666667,75,exp_g2,-2,1.306579
2,22,l2,TRUE,es,na,0.863963,rshift,2.2637,1,0.966666666666667,75,exp_g2,-2,1.399737
3,23,l2,TRUE,es,na,0.806296,lshift,2.5005,1,0.966666666666667,75,exp_g2,-2,1.694204
4,24,l2,TRUE,es,na,0.817267,rshift,2.7794,1,0.966666666666667,75,exp_g2,-2,1.962133
5,25,l2,TRUE,es,na,0.909694,lshift,2.3285,1,0.966666666666667,75,exp_g2,-2,1.418806
6,26,l2,TRUE,es,na,0.977641,rshift,2.4099,1,0.966666666666667,75,exp_g2,-2,1.432259
7,27,l2,TRUE,es,na,0.619246,lshift,2.1439,1,0.966666666666667,75,exp_g2,-2,1.524654
8,28,l2,TRUE,es,na,0.937816,rshift,2.5108,1,0.966666666666667,75,exp_g2,-2,1.572984
9,30,l2,TRUE,es,na,1.133667,rshift,2.4459,1,0.966666666666667,75,exp_g2,-2,1.312233
10,98,l2,FALSE,en,na,0.376142,rshift,2.8726,1,0.966666666666667,75,exp_g2,-2,2.496458
11,99,l2,FALSE,en,na,0.462405,lshift,1.8802,1,0.966666666666667,75,exp_g2,-2,1.417795
12,101,l2,FALSE,en,na,0.924484,lshift,2.4033,1,0.966666666666667,75,exp_g2,-2,1.478816
13,102,l2,FALSE,en,na,1.021105,rshift,2.3821,1,0.966666666666667,75,exp_g2,-2,1.360995
14,103,l2,FALSE,en,na,0.594925,lshift,1.9954,1,0.966666666666667,75,exp_g2,-2,1.400475
15,106,l2,FALSE,en,na,1.203962,rshift,2.5795,1,0.966666666666667,75,exp_g2,-2,1.375538
16,107,l2,FALSE,en,na,0.740095,lshift,2.1589,1,0.966666666666667,75,exp_g2,-2,1.418805
17,108,l2,FALSE,en,na,0.818995,rshift,2.3224,1,0.966666666666667,75,exp_g2,-2,1.503405
18,109,l2,FALSE,en,na,0.344097,lshift,1.7093,1,0.966666666666667,75,exp_g2,-2,1.365203
19,110,l2,FALSE,en,na,0.973278,rshift,3.0725,1,0.966666666666667,75,exp_g2,-2,2.099222
20,151,l1,TRUE,es,f0c,0.7884375,lshift,2.193,1,0.966666666666667,75,exp_g2,-2,1.4045625
21,152,l1,TRUE,es,f0c,0.92128125,rshift,2.387,1,0.966666666666667,75,exp_g2,-2,1.46571875
22,153,l1,TRUE,es,f0c,0.77825,lshift,2.4274,1,0.966666666666667,75,exp_g2,-2,1.64915
23,154,l1,TRUE,es,f0c,0.91259375,rshift,3.2518,1,0.966666666666667,75,exp_g2,-2,2.33920625
24,155,l1,TRUE,es,f0c,0.8595,lshift,2.3653,1,0.966666666666667,75,exp_g2,-2,1.5058
25,156,l1,TRUE,es,f0c,0.974875,rshift,2.9424,1,0.966666666666667,75,exp_g2,-2,1.967525
26,157,l1,TRUE,es,f0c,0.635125,lshift,2.0665,1,0.966666666666667,75,exp_g2,-2,1.431375
27,158,l1,TRUE,es,f0c,0.9708125,rshift,2.509,1,0.966666666666667,75,exp_g2,-2,1.5381875
28,159,l1,TRUE,es,f0c,1.1799375,lshift,2.8446,1,0.966666666666667,75,exp_g2,-2,1.6646625
29,160,l1,TRUE,es,f0c,1.108625,rshift,3.8271,1,0.966666666666667,75,exp_g2,-2,2.718475
1,11,l1,TRUE,es,na,0.944375,lshift,2.6752,1,1,86,exp_g1,-2,1.730825
2,12,l1,TRUE,es,na,0.823703,rshift,2.155,1,1,86,exp_g1,-2,1.331297
3,13,l1,TRUE,es,na,1.352093,lshift,3.3428,1,1,86,exp_g1,-2,1.990707
4,14,l1,TRUE,es,na,0.788685,rshift,2.1162,1,1,86,exp_g1,-2,1.327515
5,15,l1,TRUE,es,na,0.882114,lshift,3.7102,1,1,86,exp_g1,-2,2.828086
6,16,l1,TRUE,es,na,1.694902,rshift,3.1275,1,1,86,exp_g1,-2,1.432598
7,17,l1,TRUE,es,na,1.328805,lshift,2.9827,1,1,86,exp_g1,-2,1.653895
8,18,l1,TRUE,es,na,0.900375,rshift,2.7175,1,1,86,exp_g1,-2,1.817125
9,19,l1,TRUE,es,na,1.44153,lshift,2.7747,1,1,86,exp_g1,-2,1.33317
10,20,l1,TRUE,es,na,0.99676,rshift,2.7426,1,1,86,exp_g1,-2,1.74584
11,63,l1,FALSE,en,na,0.351376,rshift,1.7452,1,1,86,exp_g1,-2,1.393824
12,64,l1,FALSE,en,na,0.428572,lshift,1.7092,1,1,86,exp_g1,-2,1.280628
13,66,l1,FALSE,en,na,0.78000100000000006,lshift,2.1798,1,1,86,exp_g1,-2,1.399799
14,67,l1,FALSE,en,na,0.950804,rshift,2.23,1,1,86,exp_g1,-2,1.279196
15,68,l1,FALSE,en,na,0.600784,lshift,2.9253,1,1,86,exp_g1,-2,2.324516
16,71,l1,FALSE,en,na,1.261129,rshift,2.5574,1,1,86,exp_g1,-2,1.296271
17,72,l1,FALSE,en,na,0.83156,lshift,1.9953,1,1,86,exp_g1,-2,1.16374
18,73,l1,FALSE,en,na,0.877576,rshift,2.1087,1,1,86,exp_g1,-2,1.231124
19,74,l1,FALSE,en,na,0.396484,lshift,1.752,1,1,86,exp_g1,-2,1.355516
20,75,l1,FALSE,en,na,0.913493,rshift,2.1912,1,1,86,exp_g1,-2,1.277707
21,131,l1,TRUE,es,f0u,0.7884375,lshift,2.0444,1,1,86,exp_g1,-2,1.2559625
22,132,l1,TRUE,es,f0u,0.92128125,rshift,2.2591,1,1,86,exp_g1,-2,1.33781875
23,133,l1,TRUE,es,f0u,0.77825,lshift,2.4687,1,1,86,exp_g1,-2,1.69045
24,134,l1,TRUE,es,f0u,0.91259375,rshift,3.1593,1,1,86,exp_g1,-2,2.24670625
25,135,l1,TRUE,es,f0u,0.8595,lshift,2.236,1,1,86,exp_g1,-2,1.3765
26,136,l1,TRUE,es,f0u,0.974875,rshift,2.8425,1,1,86,exp_g1,-2,1.867625
27,137,l1,TRUE,es,f0u,0.635125,lshift,2.1904,1,1,86,exp_g1,-2,1.555275
28,138,l1,TRUE,es,f0u,0.9708125,rshift,2.3275,1,1,86,exp_g1,-2,1.3566875
29,139,l1,TRUE,es,f0u,1.1799375,lshift,2.8033,1,1,86,exp_g1,-2,1.6233625
30,140,l1,TRUE,es,f0u,1.108625,rshift,3.2168,1,1,86,exp_g1,-2,2.108175
1,21,l2,TRUE,es,na,0.704021,lshift,2.007,1,0.9,91,exp_g2,9,1.302979
2,22,l2,TRUE,es,na,0.863963,rshift,2.2127,1,0.9,91,exp_g2,9,1.348737
3,23,l2,TRUE,es,na,0.806296,lshift,1.9942,1,0.9,91,exp_g2,9,1.187904
4,24,l2,TRUE,es,na,0.817267,rshift,2.9091,1,0.9,91,exp_g2,9,2.091833
5,25,l2,TRUE,es,na,0.909694,lshift,2.3718,1,0.9,91,exp_g2,9,1.462106
6,26,l2,TRUE,es,na,0.977641,rshift,2.4206,1,0.9,91,exp_g2,9,1.442959
7,27,l2,TRUE,es,na,0.619246,lshift,2.3225,1,0.9,91,exp_g2,9,1.703254
8,28,l2,TRUE,es,na,0.937816,rshift,2.215,1,0.9,91,exp_g2,9,1.277184
9,30,l2,TRUE,es,na,1.133667,rshift,2.6993,1,0.9,91,exp_g2,9,1.565633
10,98,l2,FALSE,en,na,0.376142,rshift,2.0133,1,0.9,91,exp_g2,9,1.637158
11,99,l2,FALSE,en,na,0.462405,lshift,1.5997,1,0.9,91,exp_g2,9,1.137295
12,101,l2,FALSE,en,na,0.924484,lshift,2.3657,1,0.9,91,exp_g2,9,1.441216
13,103,l2,FALSE,en,na,0.594925,lshift,1.9735,1,0.9,91,exp_g2,9,1.378575
14,106,l2,FALSE,en,na,1.203962,rshift,2.5917,1,0.9,91,exp_g2,9,1.387738
15,107,l2,FALSE,en,na,0.740095,lshift,2.1925,1,0.9,91,exp_g2,9,1.452405
16,108,l2,FALSE,en,na,0.818995,rshift,3.9452,1,0.9,91,exp_g2,9,3.126205
17,109,l2,FALSE,en,na,0.344097,lshift,1.6449,1,0.9,91,exp_g2,9,1.300803
18,110,l2,FALSE,en,na,0.973278,rshift,2.1783,1,0.9,91,exp_g2,9,1.205022
19,141,l2,TRUE,es,f0u,0.75509375,lshift,2.1663,1,0.9,91,exp_g2,9,1.41120625
20,143,l2,TRUE,es,f0u,1.55846875,lshift,3.3077,1,0.9,91,exp_g2,9,1.74923125
21,144,l2,TRUE,es,f0u,0.69834375,rshift,2.2461,1,0.9,91,exp_g2,9,1.54775625
22,145,l2,TRUE,es,f0u,0.825,lshift,2.0656,1,0.9,91,exp_g2,9,1.2406
23,146,l2,TRUE,es,f0u,1.63628125,rshift,2.9649,1,0.9,91,exp_g2,9,1.32861875
24,147,l2,TRUE,es,f0u,1.025125,lshift,3.06,1,0.9,91,exp_g2,9,2.034875
25,148,l2,TRUE,es,f0u,0.739,rshift,2.3961,1,0.9,91,exp_g2,9,1.6571
26,149,l2,TRUE,es,f0u,1.2804375,lshift,2.5612,1,0.9,91,exp_g2,9,1.2807625
27,150,l2,TRUE,es,f0u,0.82653125,rshift,2.2625,1,0.9,91,exp_g2,9,1.43596875
