num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,cs,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp1_trial_key.started,exp1_trial_sound.started,exp1_trial_key.keys,exp1_key.started,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_sound.started,exp2_trial_key.started,exp2_trial_sound.started,exp2_trial_key.keys,exp2_trial_key.rt,exp2_key.started,exp2_sound.started,exp2_key.keys,exp2_key.rt,participant,session,date,expName,psychopyVersion,frameRate,
71.0,l1,f,en,na,../audio/071.wav,,l1_f_en_na_071,,,,,,,../image/wallet.png,../image/plane.png,plane,rshift,1,plane,wallet,wallet,plane,None,,,,,,,,,,0,39,39,10,,,,,,,,,,,,,,,,269.24482299998635,rshift,1,2.684760458942037,270.21226620866605,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
135.0,l1,t,es,f0u,../audio/135.wav,,l1_t_es_f0u_135,,,,,,,../image/flipflops.png,../image/flower.png,flipflops,lshift,1,flipflops,flower,flipflops,flower,None,,,,,,,,,,0,40,40,49,,,,,,,,,,,,,,,,271.97903237497667,lshift,1,2.385285665979609,272.9459280836784,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
76.0,l1,f,se,na,../audio/076.wav,,l1_f_se_na_076,,,,,,,../image/hotdog.png,../image/burger.png,hotdog,lshift,1,hotdog,burger,hotdog,burger,None,,,,,,,,,,0,41,41,15,,,,,,,,,,,,,,,,274.41995295800734,lshift,1,2.276781749969814,275.3793763746546,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
61.0,l1,f,en,na,../audio/061.wav,,l1_f_en_na_061,,,,,,,../image/cat.png,../image/dog.png,dog,rshift,1,dog,cat,cat,dog,../image/,,,,,,,,,,0,42,42,0,,,,,,,,,,,,,,,,276.74582925002323,rshift,1,1.8668628339655697,277.7109799996872,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
67.0,l1,f,en,na,../audio/067.wav,,l1_f_en_na_067,,,,,,,../image/beer.png,../image/glasses.png,glasses,rshift,1,glasses,beer,beer,glasses,None,,,,,,,,,,0,43,43,6,,,,,,,,,,,,,,,,278.64337970799534,rshift,1,2.2594439999666065,279.61882404168523,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
80.0,l1,f,se,na,../audio/080.wav,,l1_f_se_na_080,,,,,,,../image/mouse.png,../image/rat.png,mouse,lshift,1,mouse,rat,mouse,rat,None,,,,,,,,,,0,44,44,19,,,,,,,,,,,,,,,,280.9495677499799,rshift,0,2.1973836250253953,281.91212895868034,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
74.0,l1,f,en,na,../audio/074.wav,,l1_f_en_na_074,,,,,,,../image/boy.png,../image/woman.png,boy,lshift,1,boy,woman,boy,woman,None,,,,,,,,,,0,45,45,13,,,,,,,,,,,,,,,,283.1925622919807,lshift,1,2.616720916936174,284.16263737465874,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
69.0,l1,f,en,na,../audio/069.wav,,l1_f_en_na_069,,,,,,,../image/bag.png,../image/shirt.png,shirt,rshift,1,shirt,bag,bag,shirt,None,,,,,,,,,,0,46,46,8,,,,,,,,,,,,,,,,285.85510345798684,rshift,1,2.1209057919913903,286.81872458366365,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
83.0,l1,f,se,na,../audio/083.wav,,l1_f_se_na_083,,,,,,,../image/donut.png,../image/burger.png,burger,rshift,1,burger,donut,donut,burger,None,,,,,,,,,,0,47,47,22,,,,,,,,,,,,,,,,288.0290631669923,rshift,1,2.2681311249616556,288.98688537464864,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
68.0,l1,f,en,na,../audio/068.wav,,l1_f_en_na_068,,,,,,,../image/socks.png,../image/book.png,socks,lshift,1,socks,book,socks,book,None,,,,,,,,,,0,48,48,7,,,,,,,,,,,,,,,,290.34642008302035,lshift,1,2.553678833937738,291.31098466669596,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
140.0,l1,t,es,f0u,../audio/140.wav,,l1_t_es_f0u_140,,,,,,,../image/ring.png,../image/bracelet.png,bracelet,rshift,1,bracelet,ring,ring,bracelet,None,,,,,,,,,,0,49,49,54,,,,,,,,,,,,,,,,292.94130187499104,None,0,,293.9120484166817,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
12.0,l1,t,es,na,../audio/012.wav,,l1_t_es_na_012,,,,,,,../image/newspaper.png,../image/book.png,book,rshift,1,book,newspaper,newspaper,book,None,,,,,,,,,,0,50,50,36,,,,,,,,,,,,,,,,297.95850637502735,lshift,0,0.5045213749981485,,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
90.0,l1,f,sp,na,../audio/090.wav,,l1_f_sp_na_090,,,,,,,../image/bag.png,../image/bottle.png,bag,lshift,1,bag,bottle,bag,bottle,None,,,,,,,,,,0,51,51,29,,,,,,,,,,,,,,,,298.50603124999907,lshift,1,2.6255390000296757,299.4789667916523,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
63.0,l1,f,en,na,../audio/063.wav,,l1_f_en_na_063,,,,,,,../image/woman.png,../image/man.png,man,rshift,1,man,woman,woman,man,None,,,,,,,,,,0,52,52,2,,,,,,,,,,,,,,,,301.1766250419896,rshift,1,1.9541347909835167,302.1355364996746,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
91.0,l1,f,sp,na,../audio/091.wav,,l1_f_sp_na_091,,,,,,,../image/backpack.png,../image/bracelet.png,bracelet,rshift,1,bracelet,backpack,backpack,bracelet,None,,,,,,,,,,0,53,53,30,,,,,,,,,,,,,,,,303.1794371670112,rshift,1,1.9734209579764865,304.1364049996521,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
20.0,l1,t,es,na,../audio/020.wav,,l1_t_es_na_020,,,,,,,../image/cellphone.png,../image/backpack.png,backpack,rshift,1,backpack,cellphone,cellphone,backpack,None,,,,,,,,,,0,54,54,44,,,,,,,,,,,,,,,,305.21103237499483,lshift,0,2.7087924999650568,306.16900754167386,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr1,lt,tr,en,na,../practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,319.86891387501964,320.81484766665767,['lshift'],[2.300358292006422],,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr2,lt,tr,en,na,../practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,324.85623500001384,325.81830191665017,['lshift'],[2.896976082934998],,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr3,lt,tr,sp,na,../practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,329.85193295800127,330.81871708366475,['rshift'],[1.9692366669769399],,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr4,lt,tr,sp,na,../practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,334.8564434580039,335.81877829169775,['rshift'],[1.7447022079722956],,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr5,lt,tr,se,na,../practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,339.85533654200844,340.8181373746522,['rshift'],[1.9807586659444496],,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr6,lt,tr,se,na,../practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,344.8553832920152,345.8182337496585,['rshift'],[1.8247509999782778],,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr7,lt,tr,es,na,../practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,349.8527110419818,350.8186886666847,"['lshift', 'rshift']","[1.6876892919535749, 2.7715608749422245]",,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr8,lt,tr,es,na,../practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,354.8532406670274,355.8174422496852,"['lshift', 'rshift']","[3.052299542003311, 3.226074834004976]",,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr1,lt,tr,en,na,../practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,365.59644720802316,366.5522165416662,['lshift'],[1.9498644169652835],,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr2,lt,tr,en,na,../practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,370.58376412501093,371.5518051246802,['lshift'],[1.4350816249498166],,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr3,lt,tr,sp,na,../practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,375.58682787499856,376.55184029165343,['rshift'],[1.7203684999840334],,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr4,lt,tr,sp,na,../practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,380.58664624998346,381.551885499681,['rshift'],[1.979340624937322],,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr5,lt,tr,se,na,../practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,385.58682541700546,386.550997833667,['rshift'],[1.5349730839952826],,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr6,lt,tr,se,na,../practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,390.5844685420161,391.55185729166647,['rshift'],[1.9953880829853006],,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr7,lt,tr,es,na,../practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,395.58503000001656,396.55166812468474,"['lshift', 'rshift']","[2.0987644579727203, 2.427022624935489]",,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
tr8,lt,tr,es,na,../practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,400.58403508301126,401.55196583364545,"['lshift', 'rshift']","[1.8731624579522759, 2.1619050419540145]",,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
166.0,l2,t,es,f0c,../audio/166.wav,,l2_t_es_f0c_166,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,50,,,,,,,,,,,,,411.38212766702054,412.31852729164916,"['lshift', 'lshift', 'rshift']","[-0.30339479201938957, 1.5423462499747984, 2.9530862499959767]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
123.0,l2,f,sp,na,../audio/123.wav,,l2_f_sp_na_123,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,1,1,27,,,,,,,,,,,,,416.3633143330226,417.317992624656,"['rshift', 'rshift']","[1.7407367919804528, 2.538058042002376]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
29.0,l2,t,es,na,../audio/029.wav,,l2_t_es_na_029,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,2,2,43,,,,,,,,,,,,,421.36490587500157,422.31810937467185,"['lshift', 'rshift']","[1.5356439999886788, 2.797472874983214]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
130.0,l2,f,sp,na,../audio/130.wav,,l2_f_sp_na_130,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,3,3,34,,,,,,,,,,,,,426.36187408299884,427.3284471246918,"['rshift', 'rshift']","[1.583363916957751, 2.2961152920033783]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
169.0,l2,t,es,f0c,../audio/169.wav,,l2_t_es_f0c_169,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,4,4,53,,,,,,,,,,,,,431.36422995798057,432.32807979168524,"['lshift', 'rshift']","[1.6602607499225996, 2.8738242499530315]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
105.0,l2,f,en,na,../audio/105.wav,,l2_f_en_na_105,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,5,5,9,,,,,,,,,,,,,436.36157637502765,437.31847816665345,['lshift'],[1.7701010419987142],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
104.0,l2,f,en,na,../audio/104.wav,,l2_f_en_na_104,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,6,6,8,,,,,,,,,,,,,441.3610679580015,442.31818629167196,['lshift'],[1.9225414999527857],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
120.0,l2,f,se,na,../audio/120.wav,,l2_f_se_na_120,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,7,7,24,,,,,,,,,,,,,446.3635753749986,447.3179979586896,['rshift'],[1.5493585839285515],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
