num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,cs,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp1_trial_key.started,exp1_trial_sound.started,exp1_trial_key.keys,exp1_trial_key.rt,exp1_key.started,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_sound.started,exp2_trial_key.started,exp2_trial_sound.started,exp2_trial_key.keys,exp2_trial_key.rt,exp2_key.started,exp2_sound.started,exp2_key.keys,exp2_key.rt,participant,session,date,expName,psychopyVersion,frameRate,
28.0,l2,t,es,na,../audio/028.wav,,l2_t_es_na_028,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,37,37,42,,,,,,,,,,,,,,527.7991297499975,528.7629077916538,['lshift'],[1.8897981250775047],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
100.0,l2,f,en,na,../audio/100.wav,,l2_f_en_na_100,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,38,38,4,,,,,,,,,,,,,,532.7990718749934,533.7624182506736,['lshift'],[1.7426998340524733],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
169.0,l2,t,es,f0c,../audio/169.wav,,l2_t_es_f0c_169,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,39,39,53,,,,,,,,,,,,,,537.7988818340236,538.7614414586608,['lshift'],[2.2349362920504063],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
107.0,l2,f,en,na,../audio/107.wav,,l2_f_en_na_107,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,40,40,11,,,,,,,,,,,,,,542.7973809589748,543.7626537916406,['lshift'],[1.8614943750435486],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
21.0,l2,t,es,na,../audio/021.wav,,l2_t_es_na_021,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,41,41,35,,,,,,,,,,,,,,547.7999648749828,548.7629296256384,['lshift'],[2.9216414170805365],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
26.0,l2,t,es,na,../audio/026.wav,,l2_t_es_na_026,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,42,42,40,,,,,,,,,,,,,,552.7888610839727,553.7628348756737,['lshift'],[1.5693284590379335],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
110.0,l2,f,en,na,../audio/110.wav,,l2_f_en_na_110,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,43,43,14,,,,,,,,,,,,,,557.8020383749972,558.7615142506586,['lshift'],[1.6826484170160256],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
117.0,l2,f,se,na,../audio/117.wav,,l2_f_se_na_117,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,44,44,21,,,,,,,,,,,,,,562.798054208979,563.762860708641,['rshift'],[1.835225332994014],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
163.0,l2,t,es,f0c,../audio/163.wav,,l2_t_es_f0c_163,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,45,45,47,,,,,,,,,,,,,,567.7967474170146,568.7628990836713,['lshift'],[2.437827625020873],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
164.0,l2,t,es,f0c,../audio/164.wav,,l2_t_es_f0c_164,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,46,46,48,,,,,,,,,,,,,,572.7960228750017,573.7624902506398,['lshift'],[2.7198429999989457],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
116.0,l2,f,se,na,../audio/116.wav,,l2_f_se_na_116,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,47,47,20,,,,,,,,,,,,,,577.7978648340213,578.762614166659,['rshift'],[1.7984084589988925],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
97.0,l2,f,en,na,../audio/097.wav,,l2_f_en_na_097,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,48,48,1,,,,,,,,,,,,,,582.7979252089863,583.76270312566,['lshift'],[1.7660005830111913],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
166.0,l2,t,es,f0c,../audio/166.wav,,l2_t_es_f0c_166,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,49,49,50,,,,,,,,,,,,,,587.8004719169694,588.762540625645,['lshift'],[3.0959525830112398],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
106.0,l2,f,en,na,../audio/106.wav,,l2_f_en_na_106,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,50,50,10,,,,,,,,,,,,,,592.7991704589804,593.7623869166748,['lshift'],[2.1364260830450803],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
113.0,l2,f,se,na,../audio/113.wav,,l2_f_se_na_113,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,51,51,17,,,,,,,,,,,,,,597.7970130839967,598.7620684166361,['rshift'],[2.099273500032723],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
111.0,l2,f,se,na,../audio/111.wav,,l2_f_se_na_111,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,52,52,15,,,,,,,,,,,,,,602.7977650840185,603.7620013756716,['lshift'],[2.682632709038444],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
167.0,l2,t,es,f0c,../audio/167.wav,,l2_t_es_f0c_167,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,53,53,51,,,,,,,,,,,,,,607.7994172920007,608.7619834166874,['lshift'],[3.320375708048232],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
128.0,l2,f,sp,na,../audio/128.wav,,l2_f_sp_na_128,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,54,54,32,,,,,,,,,,,,,,612.7970889590215,613.7618749586438,['rshift'],[3.1758593330159783],KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
