participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp1_loop.ran,exp_num,image,image_alt,left_img,right_img,image_dir,exp2_trial_key.keys,exp2_trial_key.rt,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_trial_loop.ran,exp2_key.keys,exp2_key.rt,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp2_loop.ran,cs
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,020,l1,t,es,na,audio/020.wav,,l1_t_es_na_020,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.232500000000016,2.3652999999970348]",0,4,4,44,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,016,l1,t,es,na,audio/016.wav,,l1_t_es_na_016,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3347000000030107,3.0032999999970684]",0,5,5,40,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,157,l1,t,es,f0c,audio/157.wav,,l1_t_es_f0c_157,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.452800000011905,1.9849999999999568]",0,6,6,51,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,066,l1,f,en,na,audio/066.wav,,l1_f_en_na_066,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.384999999999991],0,7,7,5,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,151,l1,t,es,f0c,audio/151.wav,,l1_t_es_f0c_151,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4172000000029925,2.052000000000021]",0,8,8,45,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,093,l1,f,sp,na,audio/093.wav,,l1_f_sp_na_093,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.1837999999970066],0,9,9,32,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,153,l1,t,es,f0c,audio/153.wav,,l1_t_es_f0c_153,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3005999999940627,2.170899999991093]",0,10,10,47,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,152,l1,t,es,f0c,audio/152.wav,,l1_t_es_f0c_152,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.2347999999970511,2.1168999999910625]",0,11,11,46,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,075,l1,f,en,na,audio/075.wav,,l1_f_en_na_075,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.2718999999910352],0,12,12,14,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,089,l1,f,sp,na,audio/089.wav,,l1_f_sp_na_089,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.1722000000029311],0,13,13,28,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,094,l1,f,sp,na,audio/094.wav,,l1_f_sp_na_094,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.2580999999939877,1.9204999999999472]",0,14,14,33,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,068,l1,f,en,na,audio/068.wav,,l1_f_en_na_068,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.5333999999910475],0,15,15,7,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,155,l1,t,es,f0c,audio/155.wav,,l1_t_es_f0c_155,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4085999999940668,2.266999999999996]",0,16,16,49,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,078,l1,f,se,na,audio/078.wav,,l1_f_se_na_078,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.3502000000029852,1.966799999997022]",0,17,17,17,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,084,l1,f,se,na,audio/084.wav,,l1_f_se_na_084,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.2332999999970298,2.6163999999910175]",0,18,18,23,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,081,l1,f,se,na,audio/081.wav,,l1_f_se_na_081,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.2415999999940368,2.7527999999970234]",0,19,19,20,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,015,l1,t,es,na,audio/015.wav,,l1_t_es_na_015,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift"",""rshift""]","[1.2434999999999263,1.808499999999981,2.3576999999880854]",0,20,20,39,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,090,l1,f,sp,na,audio/090.wav,,l1_f_sp_na_090,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.4232999999970843],0,21,21,29,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,012,l1,t,es,na,audio/012.wav,,l1_t_es_na_012,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.2339999999999236,2.3234999999999673]",0,22,22,36,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,092,l1,f,sp,na,audio/092.wav,,l1_f_sp_na_092,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.2846000000089361],0,23,23,31,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,154,l1,t,es,f0c,audio/154.wav,,l1_t_es_f0c_154,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.2667999999970334,2.318099999994047]",0,24,24,48,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,013,l1,t,es,na,audio/013.wav,,l1_t_es_na_013,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4071000000089953,2.5254999999999654]",0,25,25,37,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,088,l1,f,sp,na,audio/088.wav,,l1_f_sp_na_088,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.4517000000030293],0,26,26,27,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,158,l1,t,es,f0c,audio/158.wav,,l1_t_es_f0c_158,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.2847999999969488,2.3173999999910393]",0,27,27,52,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,073,l1,f,en,na,audio/073.wav,,l1_f_en_na_073,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.3892000000030293],0,28,28,12,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,071,l1,f,en,na,audio/071.wav,,l1_f_en_na_071,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.433099999994056],0,29,29,10,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,064,l1,f,en,na,audio/064.wav,,l1_f_en_na_064,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.433199999988119],0,30,30,3,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,086,l1,f,sp,na,audio/086.wav,,l1_f_sp_na_086,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.3690999999940914],0,31,31,25,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,160,l1,t,es,f0c,audio/160.wav,,l1_t_es_f0c_160,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3720999999940204,2.424799999997049]",0,32,32,54,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,079,l1,f,se,na,audio/079.wav,,l1_f_se_na_079,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3339000000058832,1.7521000000089089]",0,33,33,18,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,072,l1,f,en,na,audio/072.wav,,l1_f_en_na_072,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.4342000000029884],0,34,34,11,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,017,l1,t,es,na,audio/017.wav,,l1_t_es_na_017,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.517500000000041,2.566099999994094]",0,35,35,41,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,074,l1,f,en,na,audio/074.wav,,l1_f_en_na_074,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.3007000000030757],0,36,36,13,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,069,l1,f,en,na,audio/069.wav,,l1_f_en_na_069,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.4164999999999281],0,37,37,8,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,061,l1,f,en,na,audio/061.wav,,l1_f_en_na_061,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.5312999999970316],0,38,38,0,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,018,l1,t,es,na,audio/018.wav,,l1_t_es_na_018,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3257999999970025,2.255799999997066]",0,39,39,42,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,082,l1,f,se,na,audio/082.wav,,l1_f_se_na_082,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.3501000000088652,2.3362000000029184]",0,40,40,21,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,159,l1,t,es,f0c,audio/159.wav,,l1_t_es_f0c_159,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4374000000059368,2.52049999999997]",0,41,41,53,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,065,l1,f,en,na,audio/065.wav,,l1_f_en_na_065,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.366299999997068],0,42,42,4,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,062,l1,f,en,na,audio/062.wav,,l1_f_en_na_062,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.6887999999969452],0,43,43,1,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,080,l1,f,se,na,audio/080.wav,,l1_f_se_na_080,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.5519000000059577,2.4009999999999536]",0,44,44,19,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,011,l1,t,es,na,audio/011.wav,,l1_t_es_na_011,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.455900000005954,2.3354000000059614]",0,45,45,35,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,087,l1,f,sp,na,audio/087.wav,,l1_f_sp_na_087,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.3999999999999773],0,46,46,26,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,067,l1,f,en,na,audio/067.wav,,l1_f_en_na_067,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.4328999999910366],0,47,47,6,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,019,l1,t,es,na,audio/019.wav,,l1_t_es_na_019,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.7189000000059877,2.7174000000059095]",0,48,48,43,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,091,l1,f,sp,na,audio/091.wav,,l1_f_sp_na_091,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.484200000002943,1.7348999999910575]",0,49,49,30,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,070,l1,f,en,na,audio/070.wav,,l1_f_en_na_070,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.4678999999911184],0,50,50,9,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,014,l1,t,es,na,audio/014.wav,,l1_t_es_na_014,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[2.038499999999999,2.3885999999939713]",0,51,51,38,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,085,l1,f,se,na,audio/085.wav,,l1_f_se_na_085,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.2187999999970316,2.4389000000059013]",0,52,52,24,1,1
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,063,l1,f,en,na,audio/063.wav,,l1_f_en_na_063,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.38149999999996],0,53,53,2,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,095,l1,f,sp,na,audio/095.wav,,l1_f_sp_na_095,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.2007999999971162],0,54,54,34,1,
074,001,2023-10-06_10h15.54.848,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
